"","ACTIONID","Count","predict","group","district","town"
"903","DVP0154857",2,1.04123333333333,1,"萬華區","綠堤里"
"904","DVP0155124",2,1.05313333333333,1,"士林區","社子里"
"905","DVP0155126",2,1.67135,1,"北投區","榮光里"
"906","DVP0155199",2,1.24892350394703,1,"士林區","福中里"
"907","DVP0155285",2,1.21293333333333,1,"中正區","螢圃里"
"908","DVP0155341",2,1.17393226495726,1,"內湖區","五分里"
"909","DVP0155760",2,1.76584513243198,1,"北投區","一德里"
"910","DVP0155761",2,1.53181111111111,1,"士林區","東山里"
"911","DVP0155766",2,1.90706215728716,1,"北投區","一德里"
"912","DVP0155837",2,1.24956666666667,1,"萬華區","新忠里"
"913","DVP0156021",2,1.22652213064713,1,"內湖區","石潭里"
"914","DVP0156027",2,1.03266666666667,1,"士林區","社新里"
"915","DVP0156031",2,1.37925873015873,1,"內湖區","石潭里"
"916","DVP0156077",2,1.26200103785104,1,"文山區","興邦里"
"917","DVP0156079",2,1.11705417915418,1,"文山區","興邦里"
"918","DVP0156203",2,1.1671,1,"北投區","中心里"
"919","DVP0156531",2,1.02976666666667,1,"北投區","大同里"
"920","DVP0156556",2,1.04384285714286,1,"大同區","建明里"
"921","DVP0156562",2,1.18661915458123,1,"北投區","吉慶里"
"922","DVP0156590",2,1.0241,1,"士林區","福中里"
"923","DVP0156677",2,1.0087,1,"松山區","東光里"
"924","DVP0156706",2,1.17620634920635,1,"萬華區","壽德里"
"925","DVP0156824",2,1.40794313301078,1,"文山區","明義里"
"926","DVP0156872",2,1.06857777777778,1,"內湖區","安泰里"
"927","DVP0157192",2,1.44356773618538,1,"內湖區","湖元里"
"928","DVP0157306",2,1.14003333333333,1,"士林區","東山里"
"929","DVP0157320",2,1.6490080952381,1,"士林區","東山里"
"930","DVP0157547",2,1.13902121212121,1,"士林區","蘭雅里"
"931","DVP0157569",2,1.22359437229437,1,"士林區","名山里"
"932","DVP0157731",2,1.05323333333333,1,"中山區","朱馥里"
"933","DVP0157814",2,1.55064761904762,1,"文山區","興豐里"
"934","DVP0157815",2,1.13667637721755,1,"文山區","興豐里"
"935","DVP0158090",2,1.50834333333333,1,"中正區","梅花里"
"936","DVP0158145",2,1.01787936507936,1,"士林區","福順里"
"937","DVP0158290",2,1.30581292681175,1,"內湖區","樂康里"
"938","DVP0158380",2,1.45218600668338,1,"文山區","試院里"
"939","DVP0158386",2,1.44826666666667,1,"文山區","試院里"
"940","DVP0158545",2,1.63385714285714,1,"內湖區","東湖里"
"941","DVP0158649",2,1.21356666666667,1,"士林區","葫蘆里"
"942","DVP0158755",2,1.5395,1,"中正區","新營里"
"943","DVP0158810",2,1.27124094794095,1,"大安區","全安里"
"944","DVP0158945",2,1.24806666666667,1,"士林區","明勝里"
"945","DVP0159004",2,1.00626666666667,1,"內湖區","行善里"
"946","DVP0159322",2,1.24146666666667,1,"信義區","黎忠里"
"947","DVP0159430",2,1.61990985236985,1,"內湖區","湖濱里"
"948","DVP0159458",2,1.02143333333333,1,"萬華區","西門里"
"949","DVP0159498",2,1.20484761904762,1,"士林區","永福里"
"950","DVP0159551",2,1.28251428571429,1,"士林區","舊佳里"
"951","DVP0159741",2,1.04496666666667,1,"士林區","芝山里"
"952","DVP0159833",2,1.3237,1,"中山區","金泰里"
"953","DVP0159835",2,1.1724,1,"中山區","金泰里"
"954","DVP0159958",2,1.05922857142857,1,"大同區","玉泉里"
"955","DVP0160045",2,1.3993,1,"北投區","大同里"
"956","DVP0160116",2,1.41650018315018,1,"士林區","聖山里"
"957","DVP0160122",2,1.52157833800187,1,"士林區","聖山里"
"958","DVP0160306",2,1.25752857142857,1,"士林區","福安里"
"959","DVP0160477",2,1.06364761904762,1,"松山區","中正里"
"960","DVP0160602",2,1.00666666666667,1,"士林區","永倫里"
"961","DVP0160626",2,1.2524268863919,1,"士林區","聖山里"
"962","DVP0160634",2,1.32083736263736,1,"士林區","聖山里"
"963","DVP0160738",2,1.2620880952381,1,"萬華區","日祥里"
"964","DVP0160821",2,1.25603996558997,1,"南港區","中研里"
"965","DVP0160962",2,1.22438605283605,1,"大同區","永樂里"
"966","DVP0160999",2,1.0722,1,"內湖區","紫雲里"
"967","DVP0161036",2,1.16200952380952,1,"北投區","一德里"
"968","DVP0161162",2,1.22324566544567,1,"中山區","朱馥里"
"969","DVP0161257",2,1.37173333333333,1,"萬華區","忠德里"
"970","DVP0161389",2,1.15265128205128,1,"士林區","明勝里"
"971","DVP0161442",2,1.27229085213033,1,"中山區","朱園里"
"972","DVP0161558",2,1.02846666666667,1,"士林區","福順里"
"973","DVP0161754",2,1.15363333333333,1,"士林區","社園里"
"974","DVP0161857",2,1.4067908036408,1,"內湖區","安湖里"
"975","DVP0161920",2,1.0093,1,"大同區","雙連里"
"976","DVP0161922",2,1.15101558441558,1,"大同區","雙連里"
"977","DVP0162045",2,1.2494,1,"文山區","萬祥里"
"978","DVP0162153",2,1.35379113859996,1,"士林區","福華里"
"979","DVP0162387",2,1.49751111111111,1,"內湖區","港華里"
"980","DVP0162534",2,1.12137875816993,1,"大同區","建功里"
"981","DVP0162699",2,1.03623333333333,1,"大同區","雙連里"
"982","DVP0162759",2,1.35773333333333,1,"信義區","中坡里"
"983","DVP0163088",2,1.11883333333333,1,"信義區","大道里"
"984","DVP0163099",2,1.42500084769032,1,"大同區","民權里"
"985","DVP0163150",2,1.44523809523809,1,"內湖區","西康里"
"986","DVP0163426",2,1.57799248366013,1,"內湖區","葫洲里"
"987","DVP0163547",2,1.15357899159664,1,"士林區","福志里"
"988","DVP0163592",2,1.17734696969697,1,"內湖區","紫星里"
"989","DVP0163707",2,1.32203663003663,1,"士林區","天玉里"
"990","DVP0163715",2,1.23418024230671,1,"士林區","忠誠里"
"991","DVP0163721",2,1.1925193309958,1,"士林區","忠誠里"
"992","DVP0163800",2,1.10927903286256,1,"大安區","仁愛里"
"993","DVP0163935",2,1.34376666666667,1,"中山區","聚盛里"
"994","DVP0163948",2,1.32174047619048,1,"中山區","朱園里"
"995","DVP0164089",2,1.19186666666667,1,"士林區","臨溪里"
"996","DVP0164248",2,1.4815,1,"松山區","民有里"
"997","DVP0164298",2,1.23452222222222,1,"士林區","社新里"
"998","DVP0164391",2,1.3075,1,"松山區","莊敬里"
"999","DVP0164425",2,1.39756666666667,1,"大安區","福住里"
"1000","DVP0164475",2,1.27085,1,"士林區","富光里"
"1001","DVP0164712",2,1.10183333333333,1,"士林區","天玉里"
"1002","DVP0164838",2,1.2821,1,"信義區","國業里"
"1003","DVP0164941",2,1.20386666666667,1,"北投區","清江里"
"1004","DVP0164993",2,1.125,1,"北投區","桃源里"
"1005","DVP0164995",2,1.35652222222222,1,"南港區","舊莊里"
"1006","DVP0165169",2,1.29922380952381,1,"內湖區","五分里"
"1007","DVP0165226",2,1.13322178932179,1,"內湖區","瑞光里"
"1008","DVP0165238",2,1.44457619047619,1,"大安區","臨江里"
"1009","DVP0165399",2,1.16857198879552,1,"大安區","龍門里"
"1010","DVP0165468",2,1.72505335775336,1,"大安區","臨江里"
"1011","DVP0165596",2,1.61013098013098,1,"萬華區","糖?里"
"1012","DVP0165970",2,1.55590634920635,1,"中正區","南福里"
"1013","DVP0166206",2,1.40703333333333,1,"中山區","中央里"
"1014","DVP0166228",2,1.1805619047619,1,"士林區","葫東里"
"1015","DVP0166262",2,1.0149,1,"松山區","吉祥里"
"1016","DVP0166265",2,1.04134166666667,1,"松山區","吉祥里"
"1017","DVP0166294",2,1.06613333333333,1,"松山區","民福里"
"1018","DVP0166316",2,1.00945714285714,1,"士林區","名山里"
"1019","DVP0166319",2,1.001,1,"士林區","名山里"
"1020","DVP0166389",2,1.09197777777778,1,"士林區","福安里"
"1021","DVP0166520",2,1.0784,1,"北投區","關渡里"
"1022","DVP0166583",2,1.24272477391889,1,"文山區","萬美里"
"1023","DVP0166594",2,1.1836606421786,1,"文山區","萬美里"
"1024","DVP0166629",2,1.47543333333333,1,"士林區","天福里"
"1025","DVP0166772",2,1.2437,1,"北投區","吉利里"
"1026","DVP0166793",2,1.59023015873016,1,"中山區","康樂里"
"1027","DVP0166853",2,1.24371400560224,1,"內湖區","港華里"
"1028","DVP0167055",2,1.27986090592414,1,"中山區","新庄里"
"1029","DVP0167213",2,1.23569918663036,1,"文山區","興邦里"
"1030","DVP0167278",2,1.33486666666667,1,"中山區","下埤里"
"1031","DVP0167289",2,1.40559677344014,1,"大同區","斯文里"
"1032","DVP0167293",2,1.40222736951073,1,"大同區","斯文里"
"1033","DVP0167403",2,1.55146666666667,1,"士林區","福佳里"
"1034","DVP0167493",2,1.13826666666667,1,"松山區","新東里"
"1035","DVP0167600",2,1.2045,1,"士林區","葫東里"
"1036","DVP0167642",2,1.3026126984127,1,"松山區","復盛里"
"1037","DVP0167943",2,1.1642826007326,1,"北投區","中和里"
"1038","DVP0168051",2,1.37485659340659,1,"士林區","福佳里"
"1039","DVP0168055",2,1.24890546120546,1,"士林區","福佳里"
"1040","DVP0168172",2,1.55068566547831,1,"文山區","明義里"
"1041","DVP0168225",2,1.50953333333333,1,"大同區","鄰江里"
"1042","DVP0168236",2,1.36927777777778,1,"大同區","鄰江里"
"1043","DVP0168310",2,1.04696666666667,1,"士林區","忠誠里"
"1044","DVP0168345",2,1.1387,1,"中正區","富水里"
"1045","DVP0168448",2,1.51718837535014,1,"南港區","九如里"
"1046","DVP0168554",2,1.29303333333333,1,"信義區","永吉里"
"1047","DVP0168564",2,1.29972857142857,1,"信義區","永吉里"
"1048","DVP0168669",2,1.35709881609618,1,"中山區","新庄里"
"1049","DVP0168827",2,1.3554907727329,1,"中正區","頂東里"
"1050","DVP0169335",2,1.48101111111111,1,"內湖區","紫陽里"
"1051","DVP0169347",2,1.38258888888889,1,"萬華區","和德里"
"1052","DVP0169407",2,1.02356666666667,1,"內湖區","湖濱里"
"1053","DVP0169709",2,1.35773400325165,1,"大安區","龍淵里"
"1054","DVP0169963",2,1.11973333333333,1,"信義區","長春里"
"1055","DVP0170065",2,1.22944620771385,1,"中山區","新庄里"
"1056","DVP0170108",2,1.0162,1,"北投區","吉慶里"
"1057","DVP0170145",2,1.3095247771836,1,"北投區","大同里"
"1058","DVP0170175",2,1.20257777777778,1,"中正區","頂東里"
"1059","DVP0170207",2,1.18044008334661,1,"中正區","網溪里"
"1060","DVP0170391",2,1.16814285714286,1,"士林區","天福里"
"1061","DVP0170511",2,1.36922936507937,1,"內湖區","樂康里"
"1062","DVP0170562",2,1.32586666666667,1,"北投區","長安里"
"1063","DVP0170580",2,1.40685719297043,1,"信義區","國業里"
"1064","DVP0170787",2,1.31023137254902,1,"大安區","全安里"
"1065","DVP0170820",2,1.72406768388981,1,"萬華區","新安里"
"1066","DVP0170970",2,1.31724285714286,1,"萬華區","保德里"
"1067","DVP0170987",2,1.33540158730159,1,"中正區","林興里"
"1068","DVP0171036",2,1.2311,1,"大安區","龍淵里"
"1069","DVP0171278",2,1.1018,1,"松山區","慈祐里"
"1070","DVP0171287",2,1.47152640313793,1,"中山區","復華里"
"1071","DVP0171316",2,1.32426383996121,1,"大安區","黎和里"
"1072","DVP0171334",2,1.25473809523809,1,"大安區","黎和里"
"1073","DVP0171350",2,1.4028,1,"大同區","鄰江里"
"1074","DVP0171482",2,1.36139034690799,1,"北投區","清江里"
"1075","DVP0171483",2,1.37779620306594,1,"大安區","光武里"
"1076","DVP0171548",2,1.54035438450438,1,"北投區","清江里"
"1077","DVP0171697",2,1.23688888888889,1,"萬華區","和德里"
"1078","DVP0171705",2,1.50420427240458,1,"松山區","鵬程里"
"1079","DVP0171855",2,1.31869047619048,1,"中山區","行孝里"
"1080","DVP0171871",2,1.34661428571429,1,"北投區","立賢里"
"1081","DVP0171917",2,1.5133380952381,1,"松山區","民有里"
"1082","DVP0171918",2,1.5061880952381,1,"士林區","天玉里"
"1083","DVP0171920",2,1.38977144080283,1,"士林區","天玉里"
"1084","DVP0171971",2,1.17863333333333,1,"信義區","雙和里"
"1085","DVP0172318",2,1.1083,1,"信義區","三犁里"
"1086","DVP0172366",2,1.4344462184874,1,"中山區","朱園里"
"1087","DVP0172414",2,1.41870790157555,1,"士林區","天山里"
"1088","DVP0172418",2,1.43906217965041,1,"士林區","天山里"
"1089","DVP0172765",2,1.22716666666667,1,"內湖區","港墘里"
"1090","DVP0172791",2,1.45313405483406,1,"士林區","社新里"
"1091","DVP0172851",2,1.04393333333333,1,"士林區","天福里"
"1092","DVP0172996",2,1.02613333333333,1,"大安區","黎和里"
"1093","DVP0172999",2,1.55546640777523,1,"北投區","中和里"
"1094","DVP0173039",2,1.12868333333333,1,"士林區","天福里"
"1095","DVP0173211",2,1.1442,1,"士林區","社新里"
"1096","DVP0173222",2,1.08397619047619,1,"士林區","永倫里"
"1097","DVP0173227",2,1.19033333333333,1,"士林區","天福里"
"1098","DVP0173301",2,1.42130248760901,1,"中山區","康樂里"
"1099","DVP0173305",2,1.3763489010989,1,"中山區","康樂里"
"1100","DVP0173404",2,1.3957,1,"中山區","朱園里"
"1101","DVP0173556",2,1.08340303030303,1,"大安區","大學里"
"1102","DVP0173565",2,1.08340303030303,1,"大安區","大學里"
"1103","DVP0173733",2,1.52646666666667,1,"大安區","龍圖里"
"1104","DVP0173923",2,1.0551253968254,1,"大安區","義村里"
"1105","DVP0174146",2,1.29598095238095,1,"中正區","梅花里"
"1106","DVP0174359",2,1.1319619047619,1,"松山區","慈祐里"
"1107","DVP0174579",2,1.13940158730159,1,"士林區","天祿里"
"1108","DVP0174603",2,1.14983333333333,1,"文山區","指南里"
"1109","DVP0174683",2,1.42746666666667,1,"大同區","大有里"
"1110","DVP0174737",2,1.2733253968254,1,"大安區","華聲里"
"1111","DVP0174760",2,1.25486666666667,1,"大同區","雙連里"
"1112","DVP0174767",2,1.37092799422799,1,"大同區","雙連里"
"1113","DVP0174783",2,1.08453333333333,1,"萬華區","和德里"
"1114","DVP0174870",2,1.68796493506493,1,"內湖區","葫洲里"
"1115","DVP0174876",2,1.20295670995671,1,"內湖區","葫洲里"
"1116","DVP0174969",2,1.28423333333333,1,"松山區","東光里"
"1117","DVP0175015",2,1.11584761904762,1,"中山區","中原里"
"1118","DVP0175027",2,1.24478571428571,1,"萬華區","華中里"
"1119","DVP0175089",2,1.18733333333333,1,"萬華區","和德里"
"1120","DVP0175143",2,1.04713650793651,1,"內湖區","安湖里"
"1121","DVP0175252",2,1.61641507790455,1,"信義區","三張里"
"1122","DVP0175254",2,1.53927888745242,1,"信義區","三張里"
"1123","DVP0175887",2,1.41753333333333,1,"文山區","樟新里"
"1124","DVP0175893",2,1.16533492063492,1,"信義區","雅祥里"
"1125","DVP0175922",2,1.55328333333333,1,"大安區","全安里"
"1126","DVP0175927",2,1.18605732959851,1,"南港區","南港里"
"1127","DVP0175928",2,1.63391483516483,1,"大安區","全安里"
"1128","DVP0175975",2,1.33116666666667,1,"大同區","星明里"
"1129","DVP0176086",2,1.39849686868687,1,"內湖區","金湖里"
"1130","DVP0176091",2,1.20422888888889,1,"內湖區","清白里"
"1131","DVP0176134",2,1.29311904761905,1,"文山區","樟新里"
"1132","DVP0176141",2,1.21320097245749,1,"文山區","樟新里"
"1133","DVP0176176",2,1.24589054197437,1,"信義區","西村里"
"1134","DVP0176363",2,1.42232507936508,1,"士林區","天祿里"
"1135","DVP0176399",2,1.44957619047619,1,"松山區","復盛里"
"1136","DVP0176444",2,1.23746666666667,1,"文山區","樟文里"
"1137","DVP0176546",2,1.6561619047619,1,"松山區","新東里"
"1138","DVP0176549",2,1.48021428571429,1,"北投區","永欣里"
"1139","DVP0176615",2,1.31300914502165,1,"士林區","前港里"
"1140","DVP0176720",2,1.11473333333333,1,"北投區","石牌里"
"1141","DVP0176881",2,1.04856666666667,1,"北投區","豐年里"
"1142","DVP0176928",2,1.0098,1,"中山區","金泰里"
"1143","DVP0177274",2,1.30677812579577,1,"松山區","莊敬里"
"1144","DVP0177439",2,1.22688015873016,1,"士林區","天山里"
"1145","DVP0177444",2,1.66589095238095,1,"士林區","天山里"
"1146","DVP0177537",2,1.16726058517506,1,"內湖區","金湖里"
"1147","DVP0177716",2,1.25668095238095,1,"文山區","明義里"
"1148","DVP0177875",2,1.1763,1,"北投區","洲美里"
"1149","DVP0178005",2,1.31809386985563,1,"松山區","龍田里"
"1150","DVP0178013",2,1.15826666666667,1,"松山區","龍田里"
"1151","DVP0178283",2,1.40667857142857,1,"中正區","新營里"
"1152","DVP0178330",2,1.02429841269841,1,"大同區","隆和里"
"1153","DVP0178609",2,1.25598095238095,1,"士林區","義信里"
"1154","DVP0178963",2,1.48883333333333,1,"內湖區","碧山里"
"1155","DVP0178989",2,1.57321150165194,1,"北投區","清江里"
"1156","DVP0178990",2,1.64813333333333,1,"大安區","龍圖里"
"1157","DVP0179060",2,1.56647222222222,1,"大同區","星明里"
"1158","DVP0179065",2,1.71994343434343,1,"大同區","星明里"
"1159","DVP0179079",2,1.40017301587302,1,"中正區","忠勤里"
"1160","DVP0179164",2,1.31084761904762,1,"萬華區","興德里"
"1161","DVP0179180",2,1.36489377289377,1,"士林區","前港里"
"1162","DVP0179211",2,1.3087,1,"士林區","福華里"
"1163","DVP0179354",2,1.2527719205631,1,"士林區","後港里"
"1164","DVP0179414",2,1.48687032967033,1,"士林區","永倫里"
"1165","DVP0179492",2,1.74398244010891,1,"士林區","社園里"
"1166","DVP0179877",2,1.33956666666667,1,"松山區","美仁里"
"1167","DVP0179932",2,1.1816,1,"中山區","興亞里"
"1168","DVP0179937",2,1.10708888888889,1,"文山區","樟新里"
"1169","DVP0179990",2,1.28167444189797,1,"內湖區","紫星里"
"1170","DVP0179991",2,1.35136691125726,1,"內湖區","瑞光里"
"1171","DVP0180054",2,1.24583333333333,1,"南港區","新富里"
"1172","DVP0180094",2,1.31526666666667,1,"士林區","蘭雅里"
"1173","DVP0180128",2,1.04574285714286,1,"松山區","安平里"
"1174","DVP0180385",2,1.45187152847153,1,"信義區","黎平里"
"1175","DVP0180432",2,1.40958461538462,1,"士林區","德行里"
"1176","DVP0180493",2,1.43942929292929,1,"內湖區","紫星里"
"1177","DVP0180624",2,1.36403073593074,1,"士林區","社新里"
"1178","DVP0180813",2,1.05797619047619,1,"北投區","文林里"
"1179","DVP0181052",2,1.31297670662671,1,"士林區","蘭興里"
"1180","DVP0181148",2,1.42270793650794,1,"萬華區","日祥里"
"1181","DVP0181372",2,1.17506666666667,1,"士林區","社子里"
"1182","DVP0181435",2,1.39485238095238,1,"北投區","中庸里"
"1183","DVP0181510",2,1.2317853968254,1,"內湖區","東湖里"
"1184","DVP0181514",2,1.22076666666667,1,"士林區","社子里"
"1185","DVP0181579",2,1.48434343434343,1,"文山區","興業里"
"1186","DVP0181968",2,1.43222860593513,1,"內湖區","碧山里"
"1187","DVP0181984",2,1.55793055555985,1,"中山區","恆安里"
"1188","DVP0182035",2,1.06650952380952,1,"文山區","明義里"
"1189","DVP0182089",2,1.10038095238095,1,"大安區","民炤里"
"1190","DVP0182360",2,1.09267777777778,1,"北投區","中心里"
"1191","DVP0182396",2,1.34383344155844,1,"內湖區","葫洲里"
"1192","DVP0183050",2,1.08060952380952,1,"萬華區","忠貞里"
"1193","DVP0183400",2,1.34388888888889,1,"內湖區","石潭里"
"1194","DVP0183417",2,1.16796666666667,1,"士林區","蘭雅里"
"1195","DVP0183421",2,1.4316246003996,1,"士林區","蘭雅里"
"1196","DVP0183454",2,1.2804,1,"信義區","黎忠里"
"1197","DVP0183518",2,1.41111227759074,1,"內湖區","五分里"
"1198","DVP0183567",2,1.6278,1,"大同區","保安里"
"1199","DVP0183599",2,1.63607113180937,1,"北投區","開明里"
"1200","DVP0183602",2,1.46670174390827,1,"北投區","開明里"
"1201","DVP0183676",2,1.37047659268836,1,"大同區","延平里"
"1202","DVP0183679",2,1.31515714285714,1,"大同區","延平里"
"1203","DVP0183932",2,1.44832857142857,1,"士林區","福華里"
"1204","DVP0183934",2,1.59483639240876,1,"士林區","福華里"
"1205","DVP0184016",2,1.5906,1,"內湖區","金龍里"
"1206","DVP0184153",2,1.27070909090909,1,"內湖區","康寧里"
"1207","DVP0184320",2,1.20345128205128,1,"北投區","永和里"
"1208","DVP0184325",2,1.3828,1,"松山區","慈祐里"
"1209","DVP0184336",2,1.26596666666667,1,"大安區","民炤里"
"1210","DVP0184481",2,1.23786926406926,1,"松山區","慈祐里"
"1211","DVP0184561",2,1.1766,1,"萬華區","錦德里"
"1212","DVP0184565",2,1.76778381495955,1,"北投區","中和里"
"1213","DVP0184587",2,1.53527047788813,1,"士林區","福順里"
"1214","DVP0184599",2,1.4661373015873,1,"士林區","福順里"
"1215","DVP0184601",2,1.33960555555556,1,"士林區","永倫里"
"1216","DVP0184782",2,1.26022857142857,1,"南港區","東新里"
"1217","DVP0184953",2,1.2320203760292,1,"內湖區","五分里"
"1218","DVP0185041",2,1.49266182476527,1,"內湖區","港華里"
"1219","DVP0185075",2,1.03903333333333,1,"士林區","福中里"
"1220","DVP0185118",2,1.52783333333333,1,"萬華區","新安里"
"1221","DVP0185225",2,1.09228464590965,1,"松山區","福成里"
"1222","DVP0185275",2,1.19598787878788,1,"中正區","頂東里"
"1223","DVP0185432",2,1.30463571428571,1,"內湖區","金湖里"
"1224","DVP0185434",2,1.33593333333333,1,"內湖區","金湖里"
"1225","DVP0185473",2,1.34817422969188,1,"萬華區","新和里"
"1226","DVP0185615",2,1.1365,1,"北投區","振華里"
"1227","DVP0185728",2,1.01706666666667,1,"中山區","新喜里"
"1228","DVP0185791",2,1.47153376623377,1,"士林區","社新里"
"1229","DVP0185796",2,1.34863214285714,1,"中正區","新營里"
"1230","DVP0185804",2,1.43391749405823,1,"內湖區","港墘里"
"1231","DVP0185831",2,1.00936666666667,1,"中山區","康樂里"
"1232","DVP0185942",2,1.57982294372294,1,"大安區","敦煌里"
"1233","DVP0186116",2,1.113775,1,"信義區","松隆里"
"1234","DVP0186466",2,1.32414444444444,1,"內湖區","西湖里"
"1235","DVP0186523",2,1.33504712816595,1,"南港區","三重里"
"1236","DVP0186537",2,1.25954706000913,1,"南港區","三重里"
"1237","DVP0186622",2,1.2094731990232,1,"內湖區","樂康里"
"1238","DVP0186636",2,1.51653422969188,1,"大安區","黎元里"
"1239","DVP0186664",2,1.05663333333333,1,"士林區","富光里"
"1240","DVP0186860",2,1.27294761904762,1,"士林區","葫蘆里"
"1241","DVP0186897",2,1.15523333333333,1,"大同區","國慶里"
"1242","DVP0186903",2,1.07796666666667,1,"大同區","國慶里"
"1243","DVP0187008",2,1.02346666666667,1,"萬華區","華江里"
"1244","DVP0187028",2,1.01873333333333,1,"北投區","林泉里"
"1245","DVP0187092",2,1.10418333333333,1,"北投區","文林里"
"1246","DVP0187210",2,1.38002900710401,1,"北投區","榮華里"
"1247","DVP0187223",2,1.30845995115995,1,"中山區","朱園里"
"1248","DVP0187340",2,1.23859374183981,1,"內湖區","五分里"
"1249","DVP0187449",2,1.18179747474748,1,"士林區","天祿里"
"1250","DVP0187490",2,1.44017576312576,1,"內湖區","五分里"
"1251","DVP0187575",2,1.42812222222222,1,"內湖區","金龍里"
"1252","DVP0187732",2,1.5591316017316,1,"北投區","稻香里"
"1253","DVP0187777",2,1.30658095238095,1,"內湖區","五分里"
"1254","DVP0187824",2,1.0681,1,"文山區","明義里"
"1255","DVP0187827",2,1.59217948717949,1,"內湖區","五分里"
"1256","DVP0187829",2,1.1514,1,"士林區","芝山里"
"1257","DVP0187833",2,1.1274,1,"北投區","永欣里"
"1258","DVP0187903",2,1.34903888888889,1,"中山區","大直里"
"1259","DVP0188067",2,1.18783333333333,1,"士林區","福佳里"
"1260","DVP0188179",2,1.22616666666667,1,"中正區","林興里"
"1261","DVP0188273",2,1.2395,1,"大安區","義安里"
"1262","DVP0188293",2,1.42750714285714,1,"士林區","福安里"
"1263","DVP0188356",2,1.3931,1,"大安區","仁愛里"
"1264","DVP0188366",2,1.50579595959596,1,"大安區","義安里"
"1265","DVP0188371",2,1.34133415473415,1,"文山區","興業里"
"1266","DVP0188702",2,1.13537777777778,1,"士林區","蘭興里"
"1267","DVP0188768",2,1.24628333333333,1,"信義區","黎忠里"
"1268","DVP0188916",2,1.26326470588235,1,"內湖區","清白里"
"1269","DVP0188975",2,1.58649212393214,1,"信義區","西村里"
"1270","DVP0189001",2,1.37982380952381,1,"士林區","舊佳里"
"1271","DVP0189026",2,1.19036556776557,1,"信義區","黎忠里"
"1272","DVP0189036",2,1.45480952380952,1,"北投區","吉慶里"
"1273","DVP0189121",2,1.21656904761905,1,"內湖區","湖濱里"
"1274","DVP0189131",2,1.35052380952381,1,"內湖區","湖濱里"
"1275","DVP0189266",2,1.20794761904762,1,"內湖區","港華里"
"1276","DVP0189314",2,1.40190151515152,1,"松山區","民福里"
"1277","DVP0189375",2,1.69155880610617,1,"大安區","通安里"
"1278","DVP0189435",2,1.11776666666667,1,"中山區","中庄里"
"1279","DVP0189559",2,1.05436666666667,1,"中正區","忠勤里"
"1280","DVP0189574",2,1.29102379528366,1,"北投區","大同里"
"1281","DVP0189575",2,1.37698897507721,1,"北投區","大同里"
"1282","DVP0189602",2,1.52832108724609,1,"大安區","黎和里"
"1283","DVP0189608",2,1.33382969667445,1,"大安區","黎和里"
"1284","DVP0189689",2,1.27245766178266,1,"中山區","中原里"
"1285","DVP0189792",2,1.27365238095238,1,"萬華區","華中里"
"1286","DVP0189933",2,1.32801904761905,1,"內湖區","五分里"
"1287","DVP0189945",2,1.36268484848485,1,"士林區","承德里"
"1288","DVP0190032",2,1.01926666666667,1,"文山區","明興里"
"1289","DVP0190036",2,1.52492145632146,1,"大同區","至聖里"
"1290","DVP0190040",2,1.58288177317179,1,"大同區","至聖里"
"1291","DVP0190354",2,1.57036507936508,1,"內湖區","石潭里"
"1292","DVP0190364",2,1.42116228967111,1,"士林區","岩山里"
"1293","DVP0190723",2,1.14858095238095,1,"內湖區","石潭里"
"1294","DVP0190746",2,1.05913333333333,1,"內湖區","瑞陽里"
"1295","DVP0190748",2,1.11202380952381,1,"內湖區","瑞陽里"
"1296","DVP0190837",2,1.4229439668175,1,"中正區","河堤里"
"1297","DVP0190851",2,1.44097515262515,1,"中正區","河堤里"
"1298","DVP0190965",2,1.24543333333333,1,"大同區","永樂里"
"1299","DVP0191042",2,1.13569920634921,1,"信義區","五常里"
"1300","DVP0191101",2,1.19572222222222,1,"文山區","萬祥里"
"1301","DVP0191282",2,1.54053918128655,1,"南港區","東新里"
"1302","DVP0191517",2,1.37239285714286,1,"內湖區","港華里"
"1303","DVP0191537",2,1.08096140350877,1,"大同區","玉泉里"
"1304","DVP0191558",2,1.1577,1,"松山區","自強里"
"1305","DVP0191597",2,1.3919665001665,1,"士林區","福中里"
"1306","DVP0191675",2,1.81427667887668,1,"士林區","福林里"
"1307","DVP0191725",2,1.33066666666667,1,"萬華區","頂碩里"
"1308","DVP0191908",2,1.52231933621934,1,"士林區","天和里"
"1309","DVP0192053",2,1.15416666666667,1,"北投區","振華里"
"1310","DVP0192117",2,1.13376605616606,1,"松山區","中正里"
"1311","DVP0192138",2,1.09004285714286,1,"北投區","東華里"
"1312","DVP0192274",2,1.50659502164502,1,"內湖區","安泰里"
"1313","DVP0192298",2,1.08018888888889,1,"萬華區","仁德里"
"1314","DVP0192353",2,1.42206617826618,1,"松山區","鵬程里"
"1315","DVP0192369",2,1.05511428571429,1,"北投區","開明里"
"1316","DVP0192449",2,1.48830618681877,1,"北投區","奇岩里"
"1317","DVP0192474",2,1.3598,1,"大同區","建泰里"
"1318","DVP0192517",2,1.00733333333333,1,"中山區","晴光里"
"1319","DVP0192568",2,1.13933333333333,1,"內湖區","港墘里"
"1320","DVP0192952",2,1.32276666666667,1,"文山區","樟新里"
